drug_1_name,drug_2_name,weight
Etonogestrel,Fondaparinuks,1
Olanzapina,Fenelzine,3
Octan cyproteronu,Luliconazol,1
Klonidyna,Butobarbitalny,2
Metylofenidat,Oksymetazlina,3
Beksaroten,Suvoreksant,3
Mekamyloamina,Netilmycyna,3
Doksorubicyna,Itrakonazol,1
Konivaptan,Toldaptan,1
Wincristyna,Tacrolimus,4
Amfetamina,Difenhydramina,2
Meclizyna,Mirabegron,0
Hydromorphon,Siarczan magnezu,1
Irinotecan,Deferasiroks,4
Isoflurofat,Midazolam,1
Doksylamine,Imipramina,4
Norepinefryna,Mepivacaine,0
Secobarbital,Dipyridamole,3
Cyklosporyna,Luliconazol,3
Alfuzosina,Enalaprilat,2
Dronabinol,Saquinawir,4
Beksaroten,Wortioksetyna,2
Arypiprazol,Oksybatan sodu,2
Izawukonazol,Ivabradyna,1
Tiklopidyna,Trympramina,4
Trebrostinil,Clevidypina,1
Hydrokortyzon,Isoniazid,4
Desmopressina,Paroksetyna,0
Kultury,Johimbina,1
Ketokonazol,Iksabepilon,3
Tetracyklina,Kwas picosulfurowy,4
Tolbutamid,Cortycotropina,4
MetotrimePrazine,Metsusimid,3
Ibritrumomab tiuksetan,Oksaprozyna,2
Ritonawir,Cisapryd,4
Flukonazol,Hydroksyprogesteron,0
Loksapine,Ergometrine,4
Rifabutina,Bosutynib,4
Dicoumarol,Tolazamid,4
Sipuleucel-T,Cortycotropina,0
Werapamil,Netupitant,3
Nortriptylina,Escitalopram,3
Kwas risedronic,Klarytromycyna,1
Nefazodon,Dasatynib,0
Tadalafil,Molsidomine,0
Deferasiroks,Tasimelteon,3
Omeprazol,Tizanidine,2
Prokarbazyn,Roflumilast,0
Klozapina,Lisdeksamfetamina,1
Tacrine,Besylan atracurium,1
Trebrostinil,Diacetat etynodiolu,4
Aldesleukina,Clevidypina,4
Repaglinid,Stanolon,4
Insulina Ludzka,Empagliflozyna,0
Lorazepam,Entakapon,0
Mirtazapine,Suvoreksant,0
Bosentan,Clonazepam,2
Ibuprofen,Ribostamycyna,4
Prymidon,Hydrochlorotiazyd,0
Doofetiled,Paliperydon,3
Rituksimab,Eplerenon,4
Atomoksyna,Nafazolina,2
Propafenon,Idelalisib,1
Doofetiled,Doksepina,0
Retplaze,Paroksetyna,4
Olopatadyna,Hydrokodon,3
Feksofenadyna,Perampanel,0
TenecttePlase,Edoksaban,1
Alfuzosina,Articaine,2
Insulina Ludzka,Olanzapina,0
Isoflurofat,Trympramina,1
Enzalutamid,Olaparib,1
Chinina,Edoksaban,3
Liotironina,Nortriptylina,4
Cortycotropina,Roflumilast,3
Citalopram,Fosaprepitant,4
Chlorotrianisen,Fondaparinuks,4
Metformina,Wandetanib,0
Difenhydramina,Eliglustat,3
Ketokonazol,Barnidipina,2
Tadalafil,Idelalisib,0
Sildenafil,Prrazosina,1
Foscarnet,Kanamycyna,4
Metadon,Lopinawir,3
ICozapent,Flurburfofen,2
Darunawir,Brekspiprazol,4
Mifepriston,Izosorbide mononitran,1
Clomifen,Ospemifen,4
Oksymorphon,Rasagilina,0
Olanzapina,Ergometrine,4
Merkaptopurina,Metamizol,1
Ipratropium,Lewcetirizine,4
Fentoina,Eteksylan dibagatranu,3
Tamsulosina,Ketokonazol,2
Sulfinyrazon,Eteksylan dibagatranu,2
Ifosfamid,Telaprewir,1
Dobutamina,Deksmetylofenidat,1
Isoflurane,Azelastyna,1
Desogestrel,Canagliflozyna,0
Haloperidol,Cyklobenzapryna,0
Fentoina,Metyrozyna,0
Metadon,Anastrozol,1
Octan kortyzonu,Linagliptyna,4
Amitriptlina,Klonidyna,3
Leuprolyd,Insulina Glargine,4
Chinina,Topotekan,2
Werteporfina,MetotrimePrazine,0
Bosentan,Telaprewir,1
Topiramat,Dyszyramid,0
Golimumab,Sipuleucel-T,4
Clonazepam,Dasatynib,1
Sufentanil,Penbutolol,2
Avanafil,Stiripentol,1
Midodryna,Modafinil,0
Aspiryna,Ticagrelor,0
Chlorotrianisen,Acenokumarol,2
Nilotynib,Lomitapyd,3
Fenylefryna,Fentanyl,2
Isradypina,Dapoksetyna,3
Linezolid,Phendimetrazine,2
Cyklopentowany,Mirabegron,1
Flucloksacillina,Neomycyna,4
Diltiazem,Karbamazepina,3
Ritonawir,Ibrrutynib,3
Perhekslina,Cytrynian magnezu,2
Phentermine,N / A,2
Oksycodon,Konivaptan,0
Buspiron,Oksybatan sodu,1
Tymazepam,Oksybatan sodu,3
Kalcytriol,Aprepitant,2
Beksaroten,Ospemifen,3
Cyklosporyna,Netilmycyna,4
Tocilizumab,Denosumab,0
Ziprazidon,Isocarboksazid,3
Sulfametoksazol,Insulinay klepsyjna,0
Propofol,Pimozyd,4
Metamizol,Olaparib,3
PHENPROUMON,Dienogest,3
Konivaptan,Simeprewir,0
Cyklosporyna,Temsirolimus,4
Metadon,Ritonawir,3
Dronabinol,Kokaina,4
Tacrine,Carteolol,2
Troglitazon,Sulfametoksazol,1
Insulina Aspart,Alogliptyna,4
Cimetropium,Homatropina,4
Fluwoksamina,Buspiron,1
Pantoprazol,Raltegrawir,4
Benzatropina,ACLIDIUM,0
Klozapina,Ketazolam,0
Temsirolimus,Siltuksimab,4
Buspiron,Dapoksetyna,0
Izosorbide mononitran,Deferasiroks,2
Alfuzosina,Mepivacaine,2
Kwas mykofenolowy,Roflumilast,3
Ketokonazol,Dienogest,0
Olanzapina,Trympramina,3
Metroheksital,MetotrimePrazine,1
Mitotane,Konivaptan,1
Cisplatyn,Cabazitaksel,4
Rifampicyna,Olaparib,1
Hydrokodon,Clomipramina,1
Alteplaze,Tinzaparina,0
Podtlenek azotu,Oksybatan sodu,3
Etanol,Iloperidon,0
Isradypina,Wecuronium,3
Carteolol,Lewodopa,4
Wenlafaksine,Fondaparinuks,3
Chlorek potasu,Chlorfeniramina,1
Reserpina,Brimondyna,3
Losartan,Johimbina,2
Tolmetina,Haloperidol,2
Carteolol,Acepromazyna,4
Pegvisomant,Dapagliflozyna,1
DOXAZOSYina,Deferasiroks,4
Cyklosporyna,Sitaksentan,2
Nateglinyd,Palbocyclib,1
Trazodon,Tranilcypromina,0
Metformina,Norgestive,2
Hydroksyzyna,Oksybatan sodu,2
Glimepirde,Pipotiazyna,4
Trebrostinil,Norgestive,3
Hydroksyzyna,Trichlormetiazyd,1
Urokinaza,Etodolak,2
Flukonazol,Benzphetamina,4
Amlodypina,Fenoksybenzamina,3
Rifabutina,Artemeter,0
Niacyna,Colesevelam,1
Fluwoksamina,Ritonawir,3
Noetisteron,Saquinawir,2
Glipzyk,Tolbutamid,2
Nalbuphine,Trichlormetiazyd,2
Amikacja,Mannitol,4
Marawiroc,Boceprewir,0
Alfuzosina,Bendroflumetiazyd,4
Metroheksital,Ulipristal,1
Buspiron,Molindon,3
Dietylopropion,Mefenterminna,0
Prymenid,Ceftizoksime,4
Bromfeniramina,Phendimetrazine,1
Riluzole,Teriflunomid,1
Indometacyna,Kwas edetic,0
Nefazodon,Tocilizumab,4
Bosentan,Octan cyproteronu,0
Hydromorphon,Hydroflumetiazyd,3
Fosaprepitant,Dienogest,2
Imatynib,Hydrokodon,2
Atazanawir,Fluwastatyna,3
Kwas risedronic,Rifampicyna,3
Ranolazine,Temsirolimus,3
Prymidon,Rifampicyna,0
Fluisolid,Palbocyclib,4
Skopolamina,Eluksadlina,3
Winblastyna,Eteksylan dibagatranu,1
Fluorouracyl,Ramelteon,2
Goserelina,Atomoksyna,0
Ropiniol,Ramelteon,4
Ziprazidon,Trazodon,0
Moklobemid,Rasagilina,1
Prymidon,Deksametazon,0
Drospirenon,Linagliptyna,4
Fentoina,Aprepitant,0
Galantamina,Ruksolitynib,4
Citalopram,Trazodon,4
Risperidon,Chinapryl,3
Prochlorperazina,Hydroksyzyna,2
Dronabinol,Wilanderol,1
Sucykinylocholina,Morfina,0
Minocyklina,Potas Bizmutowy,0
Dasatynib,Wodorotlenek magnezu,0
Tripolidynę,Fentanyl,3
Buspiron,Palbocyclib,2
Metadon,Triazolam,2
Amodiaquine,Trametynib,2
Triamcynolon,Nicorandil,4
Trympramina,Azelastyna,2
Leflunomyd,Glatiramer,1
Remifentanil,Rotigotina,2
Teofilina,Kation litowy,1
Penbutolol,Acetylocholina,4
Enalapryl,Sitagliptyna,1
Kwas etanrynowy,Moksonidyna,2
Feksofenadyna,Ketokonazol,3
Omacetaksine Mepesuccynat,Eteksylan dibagatranu,3
Porfimer Sodium,Oksaprozyna,3
Lewokabastyna,Perampanel,0
Metroheksital,Oksybatan sodu,2
Selegilina,Tetryzlina,3
Fentoina,Eszopiclon,4
Rasagilina,Stiripentol,2
Framycetyn,Cefpodoksime,3
Propranolol,Mepivacaine,3
Alfuzosina,Kobikistat,1
Eculizumab,Belmumab,0
Reserpina,Acebutolol,2
Ranolazine,Tamoksyfen,3
Fludrokortyzon,Idelalisib,1
Zuclopentiksol,Lewomilnacipran,1
Kultury,Suvoreksant,4
Furosemid,Alogliptyna,1
Doksorubicyna,Eliglustat,4
Deferasiroks,Wodorotlenek aluminium,0
Doksylamine,Perampanel,3
Dronabinol,Hydroksyzyna,3
Enalapryl,ICATIBANT,4
Imipramina,Perfenazyna,1
Omeprazol,Rilpiwiryna,4
Sildenafil,Indinewir,2
Sulindak,Limaprost,3
Atovaquon,Metoklopramid,3
Droperidol,Clomipramina,1
Alosetron,Deferasiroks,0
Sorafenib,Bupropion,1
Streptokinaza,Heparyna,2
Tadalafil,Kobikistat,1
Woriconazol,Tolterodina,3
Duloksetyna,Wemurafenib,4
Winorelbine,Simeprewir,0
Duloksetyna,Brekspiprazol,2
Amfetamina,Droperidol,0
Doofetiled,Escitalopram,3
Risperidon,Dapagliflozyna,4
Ketokonazol,Romidepsina,0
Meperidyna,Prokarbazyn,0
Żelazny dekstran,Captopril,1
Kwas clorazepowy,Simeprewir,0
Regorafenib,Kobikistat,2
Prochlorperazina,Talidomid,4
Deksmetylofenidat,Nafazolina,0
Etylowy biscoummacetat,Edoksaban,2
Bepridil,Cytrynian wapnia,0
Tocilizumab,Izosorbyd,3
Mirtazapine,Dapoksetyna,1
Propionion flutykazonu,Boceprewir,2
Captopril,Heksobarbital,3
Dicoumarol,Metronidazol,1
Mitotane,Ruksolitynib,1
Metroheksital,Isokssuprine,0
Alemtuzumab,Roflumilast,0
Metadon,Azelastyna,3
Dicoumarol,toina,2
Dapson,Nitrofuratoina,3
Moeksipril,Amifostyna,1
Gliklazyd,Glikidon,2
Aminofilina,Okrutnik,1
Insulina Glargine,Insulinay klepsyjna,2
Pentobarbital,Nitrogliceryna,4
Desipramina,Umeclidnium,3
Brimondyna,Etosumid,0
Metoksamina,Fosforan Tedizolidu,2
Haloperidol,Dasatynib,1
Cynk,Eltrombopag,0
Midodryna,Isocarboksazid,0
Lamotrygina,Karbamazepina,2
Enalapryl,Pentonoksifylina,4
Nabumeton,Aspiryna,3
Fluoksetyna,Kobikistat,4
Difenhydramina,Paraldehyd,4
Dicoumarol,Allopurinol,1
Worinostat,Linagliptyna,4
ACLIDIUM,Cimetropium,4
Glukagon,Oksybutynina,0
Fluoksetyna,Rivaroksaban,3
Telitromycyna,Ivacaft,2
Fentoina,Dasatynib,0
Bosentan,Delavirdine,4
Talidomid,Desipramina,3
Saquinawir,Dronedaron,2
Imatynib,Enzalutamid,2
Darunawir,Crizotynib,3
Metotreksat,Meticillina,2
Linezolid,Lewonordefryna,2
Fluwoksamina,Fentoina,1
Hydrokodon,Guanfacyna,2
Fludrokortyzon,Chlorotiazid,4
Tioridazine,Kokaina,1
Oksandrolon,Albiglutyd,0
Metylofenidat,Terbutalina,2
Ondansetron,Ivabradyna,3
Prazipantel,Fenobarbital,1
Nelfinawir,Isradypina,4
Acipimots,Fenofibrat,4
Goserelina,Quetiapine,3
Ritonawir,Ponatynib,0
Klarytromycyna,Ruksolitynib,1
Benzphetamina,Deferasiroks,3
Mefloquine,Hydroksychlorochina,1
Saquinawir,Ceritnib,2
Nitroprusid,Brimondyna,4
Trandolapril,Moksonidyna,1
Pimecrolimus,Fingolimod,0
Brimondyna,Metyrozyna,1
Azytromycyna,Chinina,2
Prasugrel,Collagenase Clostridium Histolitum,1
Izawukonazol,Stiripentol,3
Prasugrel,Obinutuzumab,4
Nimodypina,Pazopanib,1
Indinewir,Iksabepilon,4
Pramipeksole,Prometazyna,2
Nabilon,Fenobarbital,2
Tolcapon,Nabilon,1
Tipranawir,Saksagliptina,1
Dabrafenib,Riociguat,3
Aldesleukina,Metolazon,3
Propyloheksedryna,Doksofilina,2
Abciksimab,Octan cyproteronu,3
Prednizolon,Saquinawir,3
Rifampicyna,Ivabradyna,1
Topotekan,Eltrombopag,4
Terbutalina,Indacaterol,2
Chlorpromazyna,Sertralina,2
Winblastyna,Lopinawir,4
Tlenek magnezu,Eteksylan dibagatranu,1
Dronabinol,Chlorfeniramina,3
Prrazosina,Tranilcypromina,0
Nelfinawir,Cilostazol,2
Galantamina,Wortioksetyna,3
Lewomilnacipran,Idelalisib,1
Bortezomib,Ketokonazol,4
Toksyna botulinowa typu A,Fezoterodina,3
Nafcillina,Flunizyna,1
Leuprolyd,Saquinawir,4
Winorelbine,Aprepitant,1
Almotriptan,Acetofenazyna,0
Fenobarbital,Worapaksar,2
Salmeterol,ChlorphenMine,3
Midodryna,Salmeterol,2
Lewonorgestrel,Warfaryna,1
Pazopanib,Ceritnib,1
Zolpidem,Brimondyna,4
Newirapine,Metadon,1
Citalopram,Triflupromazyna,2
Amiodaron,Fezoterodina,2
Trebrostinil,Klonidyna,1
Salmeterol,Simeprewir,2
Lorazepam,Zonisamid,3
Lapatynib,Boceprewir,0
Prochlorperazina,Rufinamid,0
Nilotynib,Dapoksetyna,1
Zolmitriptan,Flufenazyna,0
Etosumid,Tapentadol,4
Flurburfofen,Omacetaksine Mepesuccynat,2
Wardenafil,Izosorbyd,2
Tiklopidyna,Cilostazol,3
Oktreotyd,Dronedaron,2
Amikacja,Cefotetan,4
Minocyklina,Węglan wapnia,2
Sirolimus,Ivacaft,4
Saquinawir,Ivacaft,1
Azelastyna,Flibanserina,2
Chlorochina,Prilokaina,1
Chlorpropamid,Nilotynib,2
Gliklazyd,Everolimus,4
Fenoksybenzamina,Moksonidyna,0
Cilostazol,Dziurawiec,2
Anistreplaze,Escitalopram,3
Metyrozyna,Feksofenadyna,2
Boceprewir,Cabozantynib,2
Regorafenib,Stiripentol,2
Cisatracurium,Nitrendipina,1
Canagliflozyna,Aliskiren,1
Etanol,Amobarbital,0
Amfetamina,Olodaterol,2
Reserpina,Almotriptan,0
Tiotiksen,Wemurafenib,2
Fidaksomycyna,Kwas picosulfurowy,0
Kabergolina,Nadolol,2
Dziurawiec,Pipotiazyna,4
Glukagon,Indometacyna,4
Kwas mefenamowy,Kwas edetic,1
Trifluperazine,Amisulpryd,2
Tacrine,Clofedanol,0
Lewokabastyna,Tapentadol,2
Metolazon,Butorfanol,0
Bacofen,Buspiron,0
Prymidon,MetotrimePrazine,4
Desloratadyna,Ramosetron,2
Orphenadryna,Suvoreksant,2
Captopril,Aprotynina,1
Deferasiroks,Telaprewir,3
Atazanawir,Dienogest,4
Ospemifen,Bazedoksyfen,2
Bosentan,Trazodon,2
Ciprofloksacyna,Tasimelteon,4
Metylofenidat,Clenbuterol,1
Retplaze,Ketorolak,0
Siarczan magnezu,Ramelteon,3
Ondansetron,Panobinostat,3
Urokinaza,Desvenlafaksine,0
Kofeina,Stiripentol,4
Romidepsina,Kobikistat,4
Indinewir,Cilostazol,1
Bendroflumetiazyd,Molsidomine,1
Sertralina,Iobenguan,1
Lorazepam,Efawirenz,0
Estazolam,Oksybatan sodu,0
Sulodeksyd,Edoksaban,3
Rituksimab,Furosemid,3
Citalopram,Collagenase Clostridium Histolitum,2
Zopiclon,Darunawir,3
Leworfanol,Tapentadol,2
Besylan atracurium,Kwas risedronic,0
Alosetron,Ceritnib,1
Prochlorperazina,Ergoloid mesylan,4
Perfenazyna,Pramlintyd,4
Aspiryna,Deksketoprofen,3
Woriconazol,Ergometrine,2
Urokinaza,Escitalopram,3
Butabarbital,MetotrimePrazine,1
Dipyridamole,Kwas salicylowy,0
Minocyklina,Tlenek magnezu,4
Cyklosporyna,Amikacja,2
Ibesartan,Heptabarbital,0
Mifepriston,Worinostat,2
Acetofenazyna,Nefazodon,0
Sekretny człowiek,Klozapina,4
Cisatracurium,Gabapentyna,0
Fenoterol,Articaine,1
Leflunomyd,Siltuksimab,2
Teniposid,Tesmilifen,3
Metotreksat,Cykacylina,2
Nicardypina,Butobarbitalny,2
Fentoina,Octan cyproteronu,1
Etopozyj,Ivacaft,2
Klarytromycyna,Telaprewir,3
Regorafenib,Dabrafenib,4
Bosentan,Avanafil,3
Rifampicyna,Mirabegron,0
Rivastigmine,Metipranolol,1
Fentolamina,Tranilcypromina,4
Tiklopidyna,Cyklofosfamid,0
Flufenazyna,Fentanyl,4
Benzquinamid,Desipramina,1
Hetacillina,Tetracyklina,4
Estradiol,Etylowy biscoummacetat,0
Fentoina,Romidepsina,4
Remoksypryda,Rasagilina,4
Carisoprodol,Paraldehyd,4
Amikacja,Celecoksib,4
Perampanel,DEXCROLORFENIRIRAMINE MALEATE,1
Newirapine,Mitotane,3
Sulfizoksazol,Secobarbital,2
Risperidon,Paraldehyd,3
Brimondyna,Paliperydon,4
Leuprolyd,Promazina,3
Nortriptylina,Fengamfamina,2
Oktreotyd,Bedaqulina,4
Streptozocyna,Denosumab,1
Cefdinir,Spektaklomycyna,2
Lurasidon,Siltuksimab,3
Amfetamina,Chlorek amonu,0
Zuclopentiksol,Wortioksetyna,1
Amikacja,Kwas alendronowy,3
Bortezomib,Delavirdine,4
Mitotane,Tacrolimus,3
Zolpidem,Rufinamid,4
Drospirenon,Alogliptyna,0
Duloksetyna,Terazosina,4
Woriconazol,Perhekslina,0
Etanol,Lewcetirizine,4
Nisoldypina,Moksonidyna,4
Sorafenib,Denosumab,4
Guanfacyna,Ketokonazol,1
Oksazepam,Oksybatan sodu,2
Ketorolak,Haloperidol,4
Doksycylina,Bekampicylina,1
Chlorotrianisen,Boceprewir,0
Pentobarbital,Kwas walproinowy,2
Loksapine,Tapentadol,4
Alogliptyna,Pasireotyd,3
Ibritrumomab tiuksetan,Klozapina,4
Zuclopentiksol,Telaprewir,2
Midodryna,Metipranolol,1
Lercanidypina,Simvastatyna,1
Heptabarbital,Penbutolol,3
Terbutalina,Acebutolol,3
Deferasiroks,Daclataswir,0
Cyklizine,ACLIDIUM,4
Streptokinaza,Tolmetina,3
Sertralina,Sertindole,4
Oksandrolon,Insulinay klepsyjna,0
Pindolol,Dipyridamole,4
Kabergolina,Karwedilol,0
Rifampicyna,Eliglustat,2
Tirofiban,Sulodeksyd,1
Bacofen,Ropiniol,0
Gemtuzumab Ozogamycyna,Trastuzumab,2
Aprepitant,Atorwastatyna,2
Eplerenon,Candesartan CILEXETIL,1
Brimondyna,Heptabarbital,4
Bupropion,Fosforan Tedizolidu,2
Amobarbital,Rotigotina,2
Linezolid,Moklobemid,1
Chinidyna,Colchicyna,3
Torasemid,Butorfanol,0
Benzquinamid,Wilazodon,0
Kwas cytrynowy,Wilazodon,2
Fezoterodina,Eluksadlina,4
Leflunomyd,Cortycotropina,0
Zuclopentiksol,Quinagolid,2
Desipramina,Tiotiksen,0
Ritonawir,Boceprewir,1
Celecoksib,Porfimer Sodium,0
Amikacja,Azlocyllina,0
Frowatryptan,Metoklopramid,1
Enoksaparina,Hydroksyprogesteron,4
Docetaksel,Dziurawiec,1
Fentoina,Fosfofenytoina,1
Trastuzumab,Azacitydyna,2
Etonogestrel,Rifabutina,2
Oksytetracyklina,Cytrynian magnezu,3
Fenelzine,Domperidon,3
Nelfinawir,Famotydyna,1
Carisoprodol,Metyrozyna,4
Lisinopril,Amifostyna,0
Etanol,Cefotetan,4
Natalizumab,Merkaptopurina,1
Sulfizoksazol,Dziurawiec,0
Saquinawir,Ivabradyna,3
Promazina,Mifepriston,3
Glipzyk,Sparfloksacyna,0
Atomoksyna,Delavirdine,0
Butalbitalny,Fenylopropanolamina,2
Klindamycyna,Kaolina,2
Midodryna,Dekstroamphetamina,0
Prymidon,Prednizolon,3
Mirtazapine,Dabrafenib,4
Formoterol,Indacaterol,0
Deferasiroks,Cortycotropina,3
Trichlormetiazyd,Wilazodon,1
Fosfofenytoina,Wilazodon,0
Triheksyfenedyl,Cimetropium,4
Peginterferon alfa-2b,Pomalidomid,1
Desloratadyna,Trichlormetiazyd,3
Labetalol,Sufentanil,3
Cimetidyna,Prazipantel,4
Sekretny człowiek,Doksylamine,4
Porfimer Sodium,Triokssalen,4
Amoksapina,Molindon,0
Kwas traneksamowy,Dienogest,4
Ketamina,Idelalisib,4
Metadon,Fluperiksol,1
Capromab pendetyd,Flutamid,2
Trazodon,Etanol,2
Fenmetrazine,Fosforan Tedizolidu,1
Octan wapnia,Perhekslina,3
Trympramina,Paliperydon,1
Metyldopa,Butobarbitalny,3
Trebrostinil,Acenokumarol,3
Pimecrolimus,Glatiramer,3
Buserelina,Corifollitropin Alfa,3
Idelalisib,Sondegib,2
Fenelzine,Terbutalina,0
Tenofowir Dispoksil,Oksaprozyna,3
Hydroksyzyna,Ketamina,3
Kwas liponowy,Sitagliptyna,0
Topiramat,Desipramina,3
Sildenafil,Woriconazol,2
Woriconazol,Everolimus,0
Mitotane,Brentuksimab Wedotina,0
ICozapent,Heparyna,4
Sunitynib,Deferasiroks,0
Tolterodina,Panobinostat,3
Sulpiryd,Dekstrometorphan,2
Repaglinid,Diazoksyd,1
Felodipina,Ivacaft,4
Topiramat,Catinon,4
Trebrostinil,Paroksetyna,0
Bisoprolol,Aprepitant,2
Sulpiryd,Pimozyd,4
Mefloquine,Palbocyclib,1
Toksyna botulinowa typu A,MetotrimePrazine,2
Kokaina,Formoterol,3
Dietylopropion,Isocarboksazid,1
Escitalopram,Tocilizumab,3
Rifampicyna,Gliklazyd,1
Droperidol,Hydrokodon,4
Flokezydyna,Fluoksetyna,0
Bosentan,Lapatynib,0
Mezorydazyna,Fosforan Tedizolidu,3
Leuprolyd,Wardenafil,3
Diclofenamid,Metamfetamina,3
Olanzapina,Saksagliptina,4
Ipratropium,Ramosetron,2
Lomustyna,Sipuleucel-T,3
Fentoina,Klarytromycyna,4
Silodozyna,Wemurafenib,2
Abciksimab,Estry etylowe Omega-3-kwasowe,0
Colistina,Kwas picosulfurowy,2
Trebrostinil,Obinutuzumab,1
Insulina detemir,Everolimus,0
Reserpina,Ergotamina,4
Metamizol,Ruksolitynib,3
Prednizon,Atazanawir,2
Insulina Ludzka,Nelfinawir,0
Tlenek azotu,Chinina,3
Nefazodon,Lacosamid,1
Ritonawir,Tormifen,2
Tacrolimus,Blinatumomab,3
Chlorotiazid,Linagliptyna,0
Pimozyd,Dronedaron,0
Goserelina,Pazopanib,0
Morfina,Glycopirronium,2
Felodipina,Bepridil,0
Chlorstalidon,Werteporfina,2
Deferasiroks,Floctafenina,1
Streptokinaza,Fenoprofen,4
Alteplaze,Rivaroksaban,2
Abciksimab,Dalteparna,0
Sufentanil,Fenelzine,4
Quetiapine,Saksagliptina,0
Tramadol,Ketokonazol,4
Chlordiazepoksyd,kwas gamma-hydroksybutyryczny,1
Mekamyloamina,Chlorotiazid,0
Paroksetyna,Fluperiksol,1
Fosaprepitant,Ruksolitynib,2
Benzquinamid,Metamfetamina,0
Werapamil,Karwedilol,2
Werapamil,Palbocyclib,2
Clonazepam,Tapentadol,0
Beksaroten,CobiMetynib,2
Ketokonazol,Pucalopryd,2
Itrakonazol,Ledipaswir,3
Erytromycyna,Glikidon,3
Woriconazol,Amfotericin B,3
Amitriptlina,Secobarbital,0
Tolterodina,Tocilizumab,4
Skopolamina,Talidomid,3
Mitotane,Flibanserina,2
Trastuzumab,Winblastyna,3
Sulfadiazina,Insulina Ludzka,0
Fozynopril,Temsirolimus,2
MedroksyProgesterone octan,Deferasiroks,0
Konivaptan,Olaparib,4
Woriconazol,Tolazamid,1
Deferipron,Cytrynian wapnia,4
Desmopressina,Meloksykam,0
Nabumeton,Diklofenak,2
Bortezomib,Aspiryna,4
Isradypina,Tadalafil,2
Chinidyna,Eteksylan dibagatranu,3
Rivastigmine,Ceritnib,3
Fluwoksamina,Paroksetyna,3
Hydroksyzyna,Desloratadyna,3
Erytromycyna,Eplerenon,0
Infliksymab,Balsalazyd,2
Metolazon,Tolbutamid,1
Loksapine,Amantadina,1
Linezolid,Paroksetyna,0
Pentobarbital,Mirtazapine,3
Remoksypryda,Galantamina,1
Allopurinol,Captopril,3
Rifabutina,Ifosfamid,0
Granisetron,Selegilina,0
Ruksolitynib,Poraktant Alfa,0
Chlorozokon,Etanol,1
Mekamyloamina,Kanamycyna,1
Dicoumarol,Estradiol,3
Butabarbital,Dinuteuksimab,3
Itrakonazol,Crizotynib,3
Metyldopa,Nadolol,4
Fluoksetyna,Ioflupane I-123,4
Okrutnik,Oksybatan sodu,3
Aprepitant,Panobinostat,0
TenecttePlase,Iloprost,0
Kabergolina,Sumatriptan,0
Norgestive,Insulina Aspart,2
Trimetoprim,Amodiaquine,3
Trastuzumab,Daunorubicyna,4
Clemastena,Itopryd,4
Deferasiroks,Enzalutamid,2
Eretriptan,Prochlorperazina,2
Deferasiroks,Idelalisib,0
Dacarbazine,Tacrolimus,2
Kwas deoksycholowy,Kwas cytrynowy,3
Pentobarbital,Isokssuprine,3
Chlorpropamid,Octan kortyzonu,1
Doksapram,Benzphetamina,0
Estradiol,Heparyna,4
Trichlormetiazyd,Tapentadol,4
Morfina,Rifapencja,2
Norgestive,Etylowy biscoummacetat,4
Metokarbamol,Zolpidem,2
Tramadol,Rizatriptan,2
Fentoina,Flunitrazepam,3
Ropiniol,Meksiletyna,3
Kwas etanrynowy,Alogliptyna,0
Secobarbital,Lisinopril,2
Olanzapina,Benzphetamina,0
Chlorek potasu,Tolterodina,1
Framycetyn,Karboplatina,2
Lidokaina,Dziurawiec,0
Anagrelid,Rivaroksaban,0
Mannitol,Neomycyna,3
Diflunisal,Glukozamina,3
Tiklopidyna,Glukozamina,0
Trichlormetiazyd,Mepenzolat,2
Dronabinol,Efawirenz,4
Tramadol,Tranilcypromina,0
Risperidon,Apracelonidyna,1
Glimepirde,Canagliflozyna,1
Lorazepam,Dronabinol,0
Peginterferon alfa-2b,Tetrabenazyna,1
Nimodypina,MedroksyProgesterone octan,4
Nabilon,Propofol,0
Indinewir,Doksorubicyna,0
OksCarbazepine,Indapamid,0
ICozapent,Octan kortyzonu,3
Rifampicyna,Netupitant,0
Butalbitalny,Amitriptlina,4
Chlorstalidon,Colesevelam,3
Risperidon,Acetazolamid,3
Prymidon,Zuclopentiksol,2
Interferon alfacon-1,Teofilina,0
Glipzyk,Kwas salicylowy,0
Imipramina,Nebivolol,3
Oksymorphon,Isocarboksazid,0
Dziurawiec,Cabazitaksel,1
Kultury,Zolpidem,0
Telaprewir,Toldaptan,1
Isoflurane,Rufinamid,0
Neomycyna,Cefuroksime,2
Insulina Glargine,Pegvisomant,3
Alogliptyna,Ceritnib,4
Amfetamina,Butorfanol,1
Bivivalirudina,Alteplaze,1
Oktreotyd,Rivastigmine,3
Itrakonazol,Netupitant,1
Wankomycyna,Cisatracurium,4
Flukonazol,Octan cyproteronu,0
Fluoksetyna,Fenindion,3
Frowatryptan,Chlorprotiksen,4
Infliksymab,Sotalol,1
Metokssalen,Tizanidine,2
Hydrokortyzon,Mifepriston,2
Kwas etanrynowy,Insulinay klepsyjna,4
Sparfloksacyna,Wodorotlenek aluminium,0
Ritonawir,Paroksetyna,3
Lansoprazol,Tipranawir,1
Fenelzine,Salmeterol,1
Metolazon,Nicorandil,0
Spironolakton,Dopamina,2
Cysteamine,Węglan wapnia,1
